name,name_en,genre,type,rating,synopsis
Dorei-ku The Animation,,"Drama, Psychological",TV,5.98,"Eager to know why her best friend’s boyfriend dumped her for a man, the headstrong Eiya Arakawa suggests a meeting with them. Gathered together at a café, Yuuga Oota agrees to answer Eiya’s questions only if she can correctly ascertain the relationship of a couple sitting across from them, which she does on her first attempt. Amazed by her astounding intellect and intuition, he invites her to a private meeting where he introduces her to the concept of Slave Control Method, or SCM, a retainer-like device that has the ability to turn people into slaves. When two SCM users enter a duel, the devices exert a powerful influence on their brains. Once the duel is over, the SCM amplifies the loser’s sense of obligation and forces them to bend to the will of the winner. Wanting desperately to test his own abilities, Yuuga asks Eiya to act as his insurance in the event that he himself becomes a slave. Granted access to 10 million yen, Eiya’s job is to convince Yuuga’s would-be master to free him from his servitude. Though hesitant at first, Yuuga’s words resonate with her personal yearning for something more from her life, and she agrees to his request. However, when a mysterious organization begins rapidly accruing slaves, Eiya becomes entangled in a game far more dangerous than she ever could have imagined."
Kakyuusei (TV): Hajimemashite Tina!,,"Sci-Fi, Romance, School",Special,5.71,"unreleased episode of Kakyuusei (1999) that was available on the 7th VHS/DVD. It is set in an alternate universe where Ai and Miko aren't the main heroines. It focuses on Tina's (an alien who can fly) love conquest of Tsuyoshi. Tina, along with several other characters featured, were absent from the main series."
The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,THE IDOLM@STER SideM:315 Variety Pack! Made In Passion!,Music,Special,6.4,Unaired episode included with the 7th volume of the BD/DVD release of The iDOLM@STER SideM .
Porong Porong Pororo 6,Pororo the Little Penguin 6,Kids,TV,,"The sixth season of Pororo, many episodes take place in the Summer Islands."
Shinkansen Henkei Robo Shinkalion The Animation,,"Action, Sci-Fi, Kids, Mecha",TV,6.78,"Hayato Hayasugi (his last name is a pun on the words for ""too fast"") and other children will serve as conductors to pilot the Shinkalion. The Shinkalion robots are various models of real-life Japanese bullet trains (shinkansen) that transform into robots to fight an unknown evil to protect the safety and peace of Japan. The children must work together with the adults of the Shinkansen Ultra Evolution Institute (SUEI) to defeat a monster that looks like a jet black bullet train."
Starmyu 3rd Season,,"Music, Slice of Life, School",TV,6.89,Third season of Starmyu .
Starmyu in Halloween,,"Music, Slice of Life, School",OVA,6.95,"The new OVA will tell a story about Hoshitani and friends on Halloween. The OVA will feature a music video for the song ""Storytellers."""
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume Yujin-cho the Movie:Ephemeral Bond,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,8.41,"Takashi Natsume and his spirit companion Madara, nicknamed ""Nyanko,"" continue returning the names of spirits from the Book of Friends given by his late grandmother Reiko Natsume. On his way back from school one day, Takashi encounters a lurking spirit named Monmonbou, who recalls memories of Takashi's grandmother after hearing his name. Takashi's natural curiosity leads him to explore a mysterious town where his grandmother used to live. Befriending her old acquaintance Yorie Tsumura and Yorie's son Mukuo, Takashi unveils more of his grandmother's past. In the meantime, Nyanko detours for food and stumbles upon a suspicious ""Spirit Seed,"" which miraculously sprouts into a fruit tree overnight. Giving in to temptation, Nyanko consumes the fruit, splitting him into three. Seeking a solution to Nyanko's predicament, Takashi and his friends lend a hand, unexpectedly uncovering more secrets the town holds in the process."
Tsuki ga Kirei Special,,"Comedy, Romance, School",Special,7.29,series of unaired comedic shorts released with Blu-ray and DVD boxes of Tsuki ga Kirei .
Boku wa Robot-goshi no Kimi ni Koi wo Suru,I fall in love with you through a robot,"Sci-Fi, Romance",Special,6.38,"animated promotional video for the novel of the same title. The novel's story is set in the year 2060 with Tokyo's third Olympics close at hand. While a secret project using robots moves forward, notice of a terrorist threat arrives. The story's protagonist combats terrorism and aims to protect the heroine, to whom he has given his heart. Plot twists come one after another as the story unfolds to a moving conclusion."
GJ8man Soushuuhen,"GJ8man ""Highlights""","Comedy, Parody, Super Power",ONA,,versary recaps of GJ8man . The recaps aired on the exact day as their 1st episodes of the seasons of the previous year (albeit the seasons are 12 eps long even though there is no break in airing and the ep count continues like normal and the show is a monthly release). The recaps are done in a variety show style where the GJ8man main cast watches clips of the show and gives commentary.
Heibai Wushang 2nd Season,Black and White Warriors,"Action, Comedy, Supernatural",ONA,6.47,"The opposite bank of Lethe River is Boundary Realm with all night along, keeping the balance of the world’s deaths by ghost messengers. Black and White Warriors are ghost messengers collecting spirits from the Human Realm. Xiaohei and Xiaobai, a pair of Black and White Warriors at the bottom, whose relationship became delicate after experiencing the incident happened inside One Hundred Ghost Great Seal. At the same time, Xiaobai’s true identity began to surface…"
Huyao Xiao Hongniang: Qian Yan,Fox Spirit Matchmaker 5th Season,"Comedy, Historical, Supernatural, Romance",ONA,7.51,The 5th season of Huyao Xiao Hongniang.
Kokkoku,,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,7.04,"Having failed 19 job interviews in one day, Juri Yukawa's dreams of moving out of her parents' home are utterly dashed. Stuck living with her working mother Nobuko, NEET brother Tsubasa, laid-off father Takafumi, and single-parent sister Sanae, the only hope for this family to raise a decent adult is her little nephew Makoto. However, this struggling family's life takes a turn for the worse when Makoto and Tsubasa are violently kidnapped by a mysterious organization and held for ransom. With only 30 minutes to deliver five million yen to the criminals, Juri's grandfather reveals a dangerously powerful secret to her and Takafumi. By offering blood to her grandfather's mystical stone, the three enter the world of ""Stasis,"" a version of their world where time stops for everyone but the users. Having arrived at their destination, their rescue efforts go awry when they are assailed by a surprising group of people who are somehow able to move around within Stasis. While all hope seems lost, a monstrous giant known only as the Herald appears amidst the chaos, its intent and motivations as cryptic as the very nature of this timeless world."
Lalala Lala-chan,,"Adventure, Fantasy, Kids",ONA,,ala-chan is a slightly selfish squirrel girl. On her birthday the gifts given to her by her friends go awry. The group gets teleported into a new world (Earth) where they try to retrieve the elemental magic crystal balls that bring balance in their world.
Lalala Lala-chan Mini,,"Kids, Parody",ONA,,alala Lala-chan video letter style episodes. Characters break the 4th wall to talk to the viewer as if it was a reality show studio being filmed on camera. The episodes are meant to complement each episode of Lalala Lala-chan .
Lalala Lala-chan: Patapata Daisensou,,"Adventure, Fantasy, Kids",TV,,The 2nd season of Lalala Lala-chan . A prince from another country washes ashore and asks for help from the group. His kingdom is overrun by an evil monster that has laid the land to waste.
Pikachin-Kit,,"Sci-Fi, Comedy, Kids",TV,,"fifth-year elementary student named Eiji Toomatsu, and his ""inspiration"" buddy, a dog named Pochirou. One day Eiji finds a mysterious book called the ""Pikachin Research Book,"" and learns about the seven tools that make up the Pikachin Kit. Eiji presses a button inside the research book, and immediately a ""Future Amazon"" delivery arrives at his door with the kit. Eiji uses the blueprints included in the box to assemble the kit, but it seems as though 1% part of the kit is still missing. In the franchise, the word ""Pikachin"" means the flash of inspiration or insight one gets about a new project, similar to the visual of a lightbulb turning on above one's head when someone has an idea. The concept of the franchise is ""invention is 99% plastic models, 1% inspiration."""
Yinhun x He Wei Dao,,Comedy,ONA,7.09,"Chinese streaming platform Weibo is hosting exclusive Gintama footage. The ad is in Japanese with Chinese subtitles showing the characters enjoying Cup Noodles' Chinese brand, Hé Wèi Dào. Gintama is titled and marketed as Yinhun in China."
Peace Maker Kurogane Movie 2: Yuumei,PEACE MAKER KUROGANE – Belief & Friend,"Action, Comedy, Historical, Samurai, Shounen",Movie,6.52,
